,id,start_time,pm25(t+1),pm10(t+1),pm25(t+2),pm10(t+2),pm25(t+3),pm10(t+3),pm25(t+4),pm10(t+4),pm25(t+5),pm10(t+5),pm25(t+6),pm10(t+6),pm25(t+7),pm10(t+7),pm25(t+8),pm10(t+8),pm25(t+9),pm10(t+9),pm25(t+10),pm10(t+10),pm25(t+11),pm10(t+11),pm25(t+12),pm10(t+12),pm25(t+13),pm10(t+13),pm25(t+14),pm10(t+14),pm25(t+15),pm10(t+15),pm25(t+16),pm10(t+16),pm25(t+17),pm10(t+17),pm25(t+18),pm10(t+18),pm25(t+19),pm10(t+19),pm25(t+20),pm10(t+20),pm25(t+21),pm10(t+21),pm25(t+22),pm10(t+22),pm25(t+23),pm10(t+23),pm25(t+24),pm10(t+24),pm25(t+25),pm10(t+25),pm25(t+26),pm10(t+26),pm25(t+27),pm10(t+27),pm25(t+28),pm10(t+28),pm25(t+29),pm10(t+29),pm25(t+30),pm10(t+30),pm25(t+31),pm10(t+31),pm25(t+32),pm10(t+32),pm25(t+33),pm10(t+33),pm25(t+34),pm10(t+34),pm25(t+35),pm10(t+35),pm25(t+36),pm10(t+36),pm25(t+37),pm10(t+37),pm25(t+38),pm10(t+38),pm25(t+39),pm10(t+39),pm25(t+40),pm10(t+40),pm25(t+41),pm10(t+41),pm25(t+42),pm10(t+42),pm25(t+43),pm10(t+43),pm25(t+44),pm10(t+44),pm25(t+45),pm10(t+45),pm25(t+46),pm10(t+46),pm25(t+47),pm10(t+47),pm25(t+48),pm10(t+48)
0,54399,20010203,46.6667,82.0,46.2778,80.0,45.8241,78.6667,45.4614,79.2778,45.8717,80.4907,45.8503,79.9059,45.992,80.0568,45.8795,79.733,45.8132,79.6885,45.8113,79.8588,45.8697,79.9556,45.8693,79.8664,45.8725,79.8599,45.8526,79.827,45.8481,79.8427,45.8539,79.8684,45.861,79.87,45.8596,79.8557,45.8579,79.854,45.8555,79.853,45.856,79.8573,45.8573,79.8597,45.8579,79.8583,45.8574,79.8563,45.857,79.8564,45.8569,79.8568,45.8571,79.8575,45.8573,79.8575,45.8573,79.8572,45.8571,79.857,45.8571,79.8571,45.8571,79.8572,45.8572,79.8572,45.8572,79.8572,45.8572,79.8571,45.8571,79.8571,45.8571,79.8572,45.8572,79.8572,45.8572,79.8572,45.8572,79.8572,45.8572,79.8572,45.8572,79.8572,45.8572,79.8572,45.8572,79.8572,45.8572,79.8572,45.8572,79.8572,45.8572,79.8572,45.8572,79.8572
