,id,start_time,pm25(t+1),pm10(t+1),pm25(t+2),pm10(t+2),pm25(t+3),pm10(t+3),pm25(t+4),pm10(t+4),pm25(t+5),pm10(t+5),pm25(t+6),pm10(t+6),pm25(t+7),pm10(t+7),pm25(t+8),pm10(t+8),pm25(t+9),pm10(t+9),pm25(t+10),pm10(t+10),pm25(t+11),pm10(t+11),pm25(t+12),pm10(t+12),pm25(t+13),pm10(t+13),pm25(t+14),pm10(t+14),pm25(t+15),pm10(t+15),pm25(t+16),pm10(t+16),pm25(t+17),pm10(t+17),pm25(t+18),pm10(t+18),pm25(t+19),pm10(t+19),pm25(t+20),pm10(t+20),pm25(t+21),pm10(t+21),pm25(t+22),pm10(t+22),pm25(t+23),pm10(t+23),pm25(t+24),pm10(t+24)
0,54399,20010403,101.3333,169.3333,106.2222,172.2222,110.5926,169.2593,117.0247,172.4692,125.0288,181.214,134.3669,191.4163,145.7614,205.9857,153.1661,212.0944,160.9901,218.7398,169.3897,226.9866,178.1172,236.0728,186.9652,245.216,195.7316,254.1826,204.06,262.2154,212.5423,270.5688,221.1344,279.207,229.7585,287.9104,238.3654,296.55,246.932,305.1057,255.4654,313.5929,264.033,322.1558,272.6148,330.7536,281.1948,339.3448,289.7676,347.9172
