,id,start_time,pm25(t+1),pm10(t+1),pm25(t+2),pm10(t+2),pm25(t+3),pm10(t+3),pm25(t+4),pm10(t+4),pm25(t+5),pm10(t+5),pm25(t+6),pm10(t+6),pm25(t+7),pm10(t+7),pm25(t+8),pm10(t+8),pm25(t+9),pm10(t+9),pm25(t+10),pm10(t+10),pm25(t+11),pm10(t+11),pm25(t+12),pm10(t+12),pm25(t+13),pm10(t+13),pm25(t+14),pm10(t+14),pm25(t+15),pm10(t+15),pm25(t+16),pm10(t+16),pm25(t+17),pm10(t+17),pm25(t+18),pm10(t+18),pm25(t+19),pm10(t+19),pm25(t+20),pm10(t+20),pm25(t+21),pm10(t+21),pm25(t+22),pm10(t+22),pm25(t+23),pm10(t+23),pm25(t+24),pm10(t+24)
0,54399,20010400,100.1667,171.1667,106.5278,181.0278,112.9491,190.6991,120.6072,202.4822,128.7085,210.896,136.8266,214.3786,147.631,225.1084,155.5417,234.0987,163.7107,242.9439,172.1709,251.6513,180.7649,259.8462,189.441,268.0045,198.21,276.9422,206.6399,285.5811,215.1562,294.1615,223.7305,302.6978,232.3237,311.2056,240.9169,319.7654,249.4962,328.3923,258.0439,336.9673,266.6112,345.5317,275.1871,354.0934,283.7632,362.6593,292.3364,371.2349
