,id,start_time,pm25(t+1),pm10(t+1),pm25(t+2),pm10(t+2),pm25(t+3),pm10(t+3),pm25(t+4),pm10(t+4),pm25(t+5),pm10(t+5),pm25(t+6),pm10(t+6),pm25(t+7),pm10(t+7),pm25(t+8),pm10(t+8),pm25(t+9),pm10(t+9),pm25(t+10),pm10(t+10),pm25(t+11),pm10(t+11),pm25(t+12),pm10(t+12),pm25(t+13),pm10(t+13),pm25(t+14),pm10(t+14),pm25(t+15),pm10(t+15),pm25(t+16),pm10(t+16),pm25(t+17),pm10(t+17),pm25(t+18),pm10(t+18),pm25(t+19),pm10(t+19),pm25(t+20),pm10(t+20),pm25(t+21),pm10(t+21),pm25(t+22),pm10(t+22),pm25(t+23),pm10(t+23),pm25(t+24),pm10(t+24)
0,54399,20010402,101.5,172.0,107.25,180.6667,113.125,185.4444,118.6458,184.6852,126.4201,190.4661,135.9902,202.2104,147.1552,215.9122,154.7644,223.2308,162.6835,230.3248,170.9432,237.8049,179.6594,246.6582,188.5326,256.0236,197.2897,264.9924,205.6455,273.1725,214.1256,281.4961,222.6994,290.0246,231.3254,298.7279,239.9364,307.4062,248.5036,315.97,257.0393,324.4662,265.605,333.0152,274.1848,341.6017,282.7658,350.1979,291.3392,358.7762
