,id,start_time,pm25(t+1),pm10(t+1),pm25(t+2),pm10(t+2),pm25(t+3),pm10(t+3),pm25(t+4),pm10(t+4),pm25(t+5),pm10(t+5),pm25(t+6),pm10(t+6),pm25(t+7),pm10(t+7),pm25(t+8),pm10(t+8),pm25(t+9),pm10(t+9),pm25(t+10),pm10(t+10),pm25(t+11),pm10(t+11),pm25(t+12),pm10(t+12),pm25(t+13),pm10(t+13),pm25(t+14),pm10(t+14),pm25(t+15),pm10(t+15),pm25(t+16),pm10(t+16),pm25(t+17),pm10(t+17),pm25(t+18),pm10(t+18),pm25(t+19),pm10(t+19),pm25(t+20),pm10(t+20),pm25(t+21),pm10(t+21),pm25(t+22),pm10(t+22),pm25(t+23),pm10(t+23),pm25(t+24),pm10(t+24)
0,54399,20010406,94.1667,135.1667,98.3611,137.6945,103.2546,140.6435,109.4637,146.7508,117.8744,154.0426,126.8534,163.7163,138.329,176.3357,145.6894,183.1972,153.5774,190.781,161.9646,199.1373,170.7147,207.8684,179.5214,216.8393,188.2994,225.6932,196.6278,233.9194,205.1176,242.3731,213.7076,250.9718,222.3314,259.6109,230.9342,268.2346,239.503,276.8005,248.037,285.3184,256.6051,293.8849,265.1864,302.4702,273.7662,311.0532,282.3386,319.627
