,id,wind_direction,wind_speed,pm10,pm25,humidity,dew,visibility,temperature
0,50136,0.0,0.0,,,53.0,-21.1,13.0,-13.6
1,50137,184.0,1.0,,,60.0,-24.5,30.0,-18.7
2,50246,209.0,1.0,18.0,9.0,53.0,-19.4,30.0,-11.7
3,50247,151.0,0.0,,,53.0,-21.6,30.0,-14.1
4,50349,48.0,0.0,18.0,9.0,54.0,-19.9,30.0,-12.5
5,50353,185.0,1.0,18.0,9.0,64.0,-26.2,9.8,-21.2
6,50425,202.0,0.0,17.0,9.0,81.0,-18.6,14.0,-16.1
7,50431,218.0,1.0,17.0,9.0,75.0,-19.2,20.7,-15.8
8,50434,331.0,2.0,17.0,9.0,76.0,-18.8,19.4,-15.5
9,50442,274.0,0.0,18.0,9.0,52.0,-16.8,30.0,-8.7
10,50445,274.0,0.0,18.0,9.0,50.0,-16.7,24.4,-8.1
11,50468,320.0,1.0,24.0,14.0,60.0,-19.1,30.0,-13.0
12,50514,264.0,3.0,17.0,9.0,81.0,-19.1,6.7,-16.6
13,50524,219.0,3.0,17.0,9.0,81.0,-21.4,5.5,-19.0
14,50525,234.0,2.0,17.0,9.0,80.0,-19.2,15.5,-16.6
15,50526,261.0,4.0,17.0,9.0,76.0,-18.4,9.3,-15.1
16,50527,233.0,2.0,17.0,9.0,78.0,-21.2,13.8,-18.3
17,50548,244.0,0.0,49.0,34.0,47.0,-20.0,11.2,-10.9
18,50557,154.0,0.0,18.0,9.0,68.0,-20.3,11.2,-15.8
19,50564,40.0,2.0,24.0,14.0,59.0,-17.8,20.2,-11.4
20,50566,233.0,2.0,24.0,14.0,63.0,-20.1,30.0,-14.6
21,50603,245.0,3.0,17.0,9.0,77.0,-14.6,30.0,-11.4
22,50618,234.0,1.0,17.0,9.0,88.0,-20.7,28.4,-19.2
23,50632,297.0,3.0,17.0,9.0,62.0,-17.2,30.0,-11.4
24,50639,323.0,2.0,49.0,34.0,40.0,-17.5,30.0,-6.1
25,50645,25.0,1.0,49.0,34.0,69.0,-17.3,30.0,-12.8
26,50646,345.0,2.0,49.0,34.0,68.0,-16.6,30.0,-11.9
27,50647,298.0,1.0,49.0,34.0,51.0,-15.9,30.0,-7.5
28,50655,309.0,1.0,49.0,34.0,63.0,-19.0,19.2,-13.5
29,50656,355.0,2.0,54.0,44.0,63.0,-17.7,30.0,-12.1
30,50658,319.0,1.0,49.0,34.0,58.0,-18.2,30.0,-11.6
31,50659,12.0,3.0,54.0,44.0,64.0,-18.9,30.0,-13.5
32,50673,236.0,1.0,8.0,8.0,58.0,-20.7,30.0,-14.2
33,50674,352.0,2.0,8.0,8.0,62.0,-16.4,30.0,-10.5
34,50727,349.0,3.0,20.0,18.0,65.0,-19.4,30.0,-14.3
35,50739,9.0,1.0,45.0,17.0,58.0,-15.3,13.4,-8.5
36,50741,290.0,2.0,49.0,34.0,51.0,-15.3,30.0,-6.9
37,50742,4.0,1.0,49.0,34.0,62.0,-17.3,11.0,-11.5
38,50745,9.0,1.0,49.0,34.0,61.0,-16.3,16.0,-10.2
39,50749,356.0,3.0,43.0,21.0,62.0,-18.3,30.0,-12.5
40,50750,328.0,1.0,49.0,34.0,62.0,-18.7,21.5,-12.9
41,50755,11.0,2.0,54.0,44.0,61.0,-18.7,30.0,-12.7
42,50756,341.0,2.0,54.0,44.0,67.0,-17.4,15.3,-12.5
43,50758,336.0,3.0,36.0,34.0,68.0,-18.2,30.0,-13.6
44,50767,337.0,2.0,54.0,44.0,61.0,-15.4,21.9,-9.3
45,50772,23.0,1.0,8.0,8.0,52.0,-16.2,30.0,-8.1
46,50774,284.0,1.0,8.0,8.0,55.0,-17.5,28.2,-10.2
47,50775,315.0,1.0,15.0,15.0,48.0,-13.1,30.0,-3.7
48,50776,46.0,1.0,19.0,8.0,53.0,-14.2,19.6,-6.2
49,50778,249.0,2.0,19.0,9.0,57.0,-13.6,29.4,-6.5
50,50779,154.0,2.0,19.0,9.0,63.0,-15.8,30.0,-10.1
51,50787,277.0,5.0,19.0,9.0,62.0,-13.8,30.0,-7.8
52,50788,289.0,5.0,19.0,9.0,65.0,-13.5,30.0,-8.1
53,50832,335.0,4.0,20.0,18.0,40.0,-16.8,30.0,-5.3
54,50833,352.0,3.0,20.0,18.0,55.0,-14.2,30.0,-6.7
55,50834,274.0,4.0,20.0,18.0,46.0,-15.9,30.0,-6.2
56,50838,43.0,1.0,20.0,18.0,37.0,-16.5,30.0,-3.9
57,50842,356.0,4.0,43.0,21.0,62.0,-16.5,6.0,-10.6
58,50844,348.0,3.0,13.0,10.0,57.0,-14.9,12.0,-7.9
59,50850,354.0,2.0,43.0,21.0,62.0,-17.6,18.7,-11.8
60,50851,327.0,2.0,54.0,44.0,63.0,-18.0,22.3,-12.4
61,50852,356.0,3.0,54.0,44.0,65.0,-17.8,20.3,-12.6
62,50853,20.0,1.0,54.0,44.0,60.0,-16.9,22.6,-10.6
63,50854,321.0,2.0,28.0,21.0,60.0,-18.4,14.4,-12.2
64,50858,341.0,3.0,115.0,102.0,72.0,-18.6,15.4,-14.8
65,50859,309.0,2.0,115.0,102.0,63.0,-20.1,9.4,-14.6
66,50861,259.0,2.0,54.0,44.0,71.0,-15.9,18.4,-11.8
67,50862,274.0,1.0,54.0,44.0,69.0,-16.6,9.8,-12.1
68,50867,268.0,3.0,115.0,102.0,69.0,-17.2,5.9,-12.7
69,50871,196.0,1.0,69.0,62.0,51.0,-15.0,26.5,-6.5
70,50873,246.0,1.0,69.0,62.0,52.0,-14.8,22.1,-6.6
71,50877,163.0,1.0,69.0,62.0,59.0,-14.0,21.5,-7.4
72,50878,260.0,2.0,70.0,49.0,61.0,-14.3,8.7,-8.1
73,50879,258.0,3.0,66.0,40.0,69.0,-13.9,9.4,-9.3
74,50880,288.0,2.0,19.0,9.0,54.0,-15.0,30.0,-7.3
75,50881,285.0,2.0,19.0,9.0,65.0,-14.2,24.2,-8.8
76,50884,26.0,1.0,37.0,9.0,51.0,-14.6,30.0,-6.1
77,50888,320.0,3.0,35.0,30.0,61.0,-13.5,15.2,-7.3
78,50892,355.0,2.0,19.0,9.0,54.0,-17.6,21.9,-10.1
79,50913,301.0,2.0,20.0,18.0,70.0,-18.8,30.0,-14.5
80,50915,224.0,3.0,5.0,4.0,67.0,-19.4,30.0,-14.6
81,50924,304.0,5.0,20.0,18.0,68.0,-19.0,29.2,-14.4
82,50928,293.0,6.0,20.0,18.0,49.0,-16.8,24.4,-8.0
83,50934,344.0,4.0,20.0,18.0,45.0,-14.2,30.0,-4.0
84,50936,343.0,3.0,13.0,10.0,65.0,-12.3,30.0,-6.8
85,50937,314.0,5.0,20.0,18.0,46.0,-13.9,30.0,-4.0
86,50939,355.0,2.0,13.0,10.0,63.0,-12.3,30.0,-6.5
87,50940,350.0,3.0,13.0,10.0,68.0,-12.9,30.0,-8.1
88,50945,318.0,2.0,19.0,17.0,73.0,-15.7,30.0,-11.9
89,50946,296.0,1.0,19.0,17.0,66.0,-16.8,30.0,-11.8
90,50948,317.0,3.0,37.0,20.0,68.0,-15.7,10.4,-10.9
91,50949,311.0,1.0,37.0,20.0,65.0,-16.0,30.0,-10.7
92,50950,329.0,2.0,37.0,29.0,69.0,-19.7,14.6,-15.3
93,50953,298.0,2.0,115.0,102.0,60.0,-19.6,6.1,-13.5
94,50954,283.0,3.0,19.0,17.0,65.0,-19.3,9.3,-14.2
95,50955,285.0,2.0,96.0,70.0,77.0,-16.6,30.0,-13.4
96,50956,319.0,1.0,115.0,102.0,63.0,-19.2,16.4,-13.7
97,50958,335.0,1.0,128.0,92.0,67.0,-15.0,13.4,-10.0
98,50960,267.0,2.0,128.0,92.0,72.0,-15.5,6.0,-11.5
99,50962,268.0,2.0,128.0,92.0,72.0,-12.8,4.9,-8.7
100,50963,269.0,2.0,128.0,92.0,72.0,-12.5,7.9,-8.4
101,50964,150.0,1.0,128.0,92.0,68.0,-13.4,7.1,-8.6
102,50965,0.0,0.0,128.0,92.0,61.0,-13.9,13.9,-7.7
103,50968,186.0,1.0,128.0,92.0,62.0,-13.4,14.5,-7.4
104,50971,287.0,4.0,66.0,40.0,63.0,-14.8,21.2,-9.1
105,50973,311.0,0.0,66.0,40.0,67.0,-13.1,27.7,-8.1
106,50978,327.0,3.0,45.0,36.0,59.0,-11.2,9.3,-4.4
107,50979,144.0,0.0,45.0,36.0,74.0,-10.2,6.8,-6.3
108,50983,346.0,6.0,53.0,47.0,66.0,-14.8,15.7,-9.6
109,50985,310.0,3.0,53.0,47.0,59.0,-12.7,20.1,-6.0
110,50987,325.0,4.0,44.0,33.0,60.0,-11.6,29.7,-5.0
111,51053,109.0,1.0,125.0,84.0,79.0,-16.2,5.4,-13.3
112,51058,105.0,1.0,125.0,84.0,79.0,-18.5,10.0,-15.7
113,51059,353.0,0.0,125.0,84.0,50.0,-14.3,30.0,-5.5
114,51060,112.0,1.0,125.0,84.0,72.0,-20.1,15.0,-16.2
115,51068,80.0,0.0,125.0,84.0,74.0,-20.0,7.3,-16.5
116,51076,0.0,0.0,,,57.0,-15.1,18.3,-8.1
117,51087,133.0,1.0,,,61.0,-17.9,29.8,-11.9
118,51133,278.0,1.0,112.0,42.0,62.0,-13.8,13.6,-7.8
119,51137,2.0,0.0,112.0,42.0,62.0,-13.5,16.3,-7.5
120,51145,254.0,2.0,112.0,42.0,61.0,-14.4,10.5,-8.2
121,51156,265.0,2.0,125.0,84.0,50.0,-15.2,30.0,-6.5
122,51186,115.0,1.0,,,61.0,-20.3,22.7,-14.4
123,51232,187.0,1.0,149.0,96.0,83.0,-19.2,2.6,-17.0
124,51238,291.0,0.0,149.0,96.0,81.0,-19.3,2.1,-16.8
125,51241,323.0,0.0,112.0,42.0,41.0,-15.5,27.1,-4.2
126,51243,223.0,2.0,122.0,94.0,80.0,-21.6,3.4,-19.0
127,51288,330.0,0.0,567.0,375.0,43.0,-15.3,30.0,-4.6
128,51328,162.0,1.0,182.0,130.0,78.0,-8.3,4.9,-5.1
129,51329,208.0,1.0,182.0,130.0,83.0,-10.0,1.4,-7.6
130,51330,272.0,2.0,180.0,108.0,43.0,-17.2,30.0,-6.7
131,51334,125.0,1.0,149.0,96.0,71.0,-18.2,2.7,-14.1
132,51346,4.0,1.0,201.0,134.0,75.0,-18.6,1.2,-15.2
133,51352,298.0,1.0,201.0,134.0,76.0,-20.8,2.1,-17.6
134,51353,0.0,0.0,370.0,295.0,80.0,-21.4,2.4,-18.8
135,51356,243.0,1.0,370.0,295.0,84.0,-20.4,0.5,-18.4
136,51357,335.0,1.0,411.0,316.0,83.0,-18.7,1.0,-16.5
137,51358,281.0,1.0,411.0,316.0,83.0,-20.0,1.2,-17.8
138,51359,323.0,1.0,370.0,295.0,74.0,-19.9,1.5,-16.3
139,51365,94.0,0.0,567.0,375.0,74.0,-22.3,1.6,-18.8
140,51367,330.0,1.0,321.0,238.0,78.0,-19.5,2.2,-16.6
141,51368,71.0,0.0,321.0,238.0,81.0,-19.8,0.6,-17.3
142,51369,345.0,1.0,237.0,211.0,86.0,-16.3,0.5,-14.5
143,51377,46.0,0.0,567.0,375.0,80.0,-17.8,0.7,-15.1
144,51378,335.0,2.0,226.0,146.0,79.0,-14.9,2.0,-12.0
145,51379,0.0,0.0,226.0,146.0,56.0,-14.6,7.9,-7.3
146,51430,235.0,0.0,204.0,161.0,74.0,-9.7,3.8,-5.8
147,51431,318.0,0.0,318.0,198.0,69.0,-9.0,1.7,-4.2
148,51433,174.0,0.0,318.0,198.0,51.0,-13.5,19.5,-4.9
149,51434,129.0,0.0,318.0,198.0,60.0,-10.9,7.5,-4.3
150,51435,267.0,1.0,318.0,198.0,70.0,-10.4,8.7,-5.8
151,51436,252.0,1.0,201.0,134.0,50.0,-12.9,22.3,-4.0
152,51437,196.0,1.0,204.0,161.0,58.0,-15.4,23.1,-8.6
153,51438,267.0,0.0,204.0,161.0,52.0,-13.1,19.8,-4.8
154,51463,57.0,1.0,61.0,45.0,55.0,-15.1,9.8,-7.6
155,51465,58.0,1.0,9.0,7.0,35.0,-19.2,30.0,-6.2
156,51467,0.0,0.0,,,,,,
157,51468,,,,,,,,
158,51469,81.0,1.0,9.0,7.0,27.0,-20.1,30.0,-3.8
159,51470,320.0,2.0,71.0,57.0,35.0,-19.9,30.0,-7.0
160,51477,191.0,0.0,9.0,7.0,44.0,-14.1,13.3,-3.6
161,51482,123.0,1.0,176.0,74.0,39.0,-16.5,30.0,-4.7
162,51495,196.0,2.0,67.0,54.0,39.0,-16.5,20.0,-4.6
163,51526,311.0,1.0,226.0,146.0,47.0,-14.9,29.2,-5.4
164,51542,0.0,0.0,201.0,134.0,73.0,-29.9,24.2,-26.5
165,51559,219.0,1.0,90.0,79.0,47.0,-12.6,12.7,-2.9
166,51567,11.0,0.0,90.0,79.0,67.0,-10.7,5.6,-5.6
167,51568,211.0,1.0,90.0,79.0,49.0,-12.6,9.2,-3.4
168,51571,357.0,1.0,226.0,146.0,44.0,-14.7,5.1,-4.3
169,51572,0.0,0.0,176.0,74.0,41.0,-15.5,8.4,-4.2
170,51573,183.0,1.0,176.0,74.0,44.0,-15.6,8.4,-5.1
171,51581,96.0,1.0,176.0,74.0,35.0,-16.3,22.9,-3.0
172,51627,35.0,0.0,176.0,96.0,57.0,-9.8,4.9,-2.5
173,51628,20.0,1.0,176.0,96.0,51.0,-11.1,10.6,-2.3
174,51629,186.0,1.0,244.0,157.0,50.0,-10.1,5.1,-1.0
175,51633,138.0,0.0,244.0,157.0,66.0,-10.2,3.0,-4.8
176,51636,50.0,2.0,244.0,157.0,56.0,-10.2,10.0,-2.6
177,51639,96.0,1.0,244.0,157.0,62.0,-9.4,6.1,-3.2
178,51642,155.0,1.0,90.0,79.0,58.0,-10.6,10.1,-3.5
179,51644,97.0,1.0,244.0,157.0,57.0,-10.2,8.3,-2.9
180,51655,101.0,0.0,90.0,79.0,51.0,-11.0,9.5,-2.2
181,51656,259.0,1.0,90.0,79.0,54.0,-10.1,11.1,-2.0
182,51701,133.0,1.0,179.0,179.0,72.0,-17.0,29.0,-13.0
183,51704,183.0,1.0,179.0,179.0,70.0,-6.1,5.7,-1.3
184,51705,107.0,1.0,174.0,166.0,68.0,-9.6,4.3,-4.6
185,51707,256.0,1.0,179.0,179.0,87.0,-4.7,3.0,-2.8
186,51708,0.0,0.0,174.0,166.0,79.0,-5.3,3.2,-2.2
187,51709,343.0,0.0,174.0,166.0,80.0,-5.7,2.6,-2.7
188,51711,112.0,1.0,176.0,96.0,40.0,-14.2,21.9,-2.5
189,51716,202.0,1.0,176.0,96.0,60.0,-6.8,11.4,0.0
190,51717,274.0,1.0,179.0,179.0,91.0,-4.5,3.4,-3.2
191,51720,223.0,1.0,176.0,96.0,47.0,-10.0,13.4,0.0
192,51722,15.0,0.0,176.0,96.0,48.0,-11.1,16.8,-1.5
193,51730,158.0,1.0,176.0,96.0,43.0,-11.8,15.9,-0.8
194,51747,178.0,0.0,90.0,79.0,47.0,-13.6,22.5,-4.0
195,51765,43.0,1.0,90.0,79.0,52.0,-10.8,9.8,-2.3
196,51777,258.0,0.0,90.0,79.0,47.0,-13.2,8.0,-3.5
197,51787,,,,,,,,
198,51802,321.0,0.0,174.0,166.0,82.0,-5.3,3.0,-2.7
199,51804,170.0,0.0,174.0,166.0,42.0,-17.5,30.0,-6.7
200,51810,210.0,1.0,179.0,179.0,93.0,-4.7,4.6,-3.7
201,51811,156.0,1.0,174.0,166.0,66.0,-6.3,6.9,-0.7
202,51814,0.0,0.0,174.0,166.0,69.0,-8.0,10.2,-3.1
203,51815,171.0,1.0,174.0,166.0,72.0,-6.6,5.3,-2.2
204,51818,208.0,0.0,114.0,55.0,88.0,-6.0,3.0,-4.3
205,51822,,,,,,,,
206,51826,345.0,1.0,274.0,58.0,53.0,-11.3,15.6,-3.1
207,51827,286.0,3.0,114.0,55.0,75.0,-6.6,14.2,-2.8
208,51828,9.0,2.0,274.0,58.0,69.0,-7.7,4.5,-2.8
209,51829,331.0,0.0,274.0,58.0,54.0,-10.4,17.9,-2.4
210,51839,222.0,1.0,274.0,58.0,68.0,-8.1,17.6,-3.0
211,51855,14.0,2.0,90.0,79.0,43.0,-14.8,25.4,-4.1
212,51886,214.0,1.0,176.0,74.0,43.0,-19.5,30.0,-9.2
213,51931,37.0,0.0,274.0,58.0,76.0,-6.6,8.2,-3.0
214,51991,,,,,,,,
215,52101,238.0,0.0,67.0,54.0,49.0,-19.0,15.3,-10.3
216,52112,297.0,2.0,67.0,54.0,42.0,-17.2,25.7,-6.4
217,52118,82.0,3.0,107.0,51.0,26.0,-20.1,30.0,-3.3
218,52203,193.0,0.0,107.0,51.0,39.0,-14.5,15.3,-2.4
219,52267,177.0,1.0,85.0,41.0,46.0,-14.5,30.0,-4.6
220,52313,33.0,2.0,107.0,51.0,28.0,-18.5,30.0,-2.5
221,52323,274.0,1.0,73.0,27.0,26.0,-19.3,30.0,-2.5
222,52378,290.0,2.0,39.0,34.0,52.0,-14.5,23.3,-6.3
223,52418,265.0,3.0,73.0,27.0,44.0,-13.7,16.9,-3.3
