,id,wind_direction,wind_speed,pm10,pm25,humidity,dew,visibility,temperature
0,50136,0.0,0.0,31.0,29.0,79.0,-24.8,8.3,-22.2
1,50137,309.0,1.0,31.0,29.0,80.0,-19.6,30.0,-17.0
2,50246,271.0,2.0,31.0,29.0,77.0,-27.4,30.0,-24.5
3,50247,0.0,0.0,31.0,29.0,78.0,-25.9,30.0,-23.1
4,50349,233.0,0.0,31.0,29.0,72.0,-30.5,30.0,-27.0
5,50353,234.0,0.0,59.0,53.0,74.0,-31.7,26.8,-28.5
6,50425,235.0,1.0,19.0,9.0,77.0,-24.3,13.4,-21.3
7,50431,55.0,0.0,31.0,29.0,78.0,-25.0,20.0,-22.2
8,50434,189.0,1.0,31.0,29.0,76.0,-25.6,17.3,-22.5
9,50442,0.0,0.0,31.0,29.0,77.0,-26.7,10.8,-23.8
10,50445,6.0,1.0,31.0,29.0,82.0,-22.8,28.3,-20.5
11,50468,319.0,0.0,59.0,53.0,80.0,-23.9,12.8,-21.4
12,50514,260.0,2.0,19.0,9.0,78.0,-25.3,6.3,-22.5
13,50524,195.0,1.0,19.0,9.0,78.0,-27.4,17.5,-24.7
14,50525,196.0,2.0,19.0,17.0,78.0,-24.8,13.3,-22.0
15,50526,0.0,0.0,19.0,9.0,77.0,-27.7,14.7,-24.8
16,50527,164.0,4.0,19.0,9.0,76.0,-25.3,30.0,-22.2
17,50548,53.0,0.0,31.0,29.0,74.0,-28.2,11.3,-24.9
18,50557,263.0,0.0,31.0,29.0,82.0,-23.1,8.3,-20.8
19,50564,218.0,2.0,59.0,53.0,75.0,-20.7,17.2,-17.3
20,50566,232.0,1.0,59.0,53.0,76.0,-19.0,18.1,-15.7
21,50603,257.0,3.0,19.0,17.0,81.0,-26.9,30.0,-24.6
22,50618,217.0,3.0,19.0,17.0,84.0,-24.9,30.0,-22.9
23,50632,269.0,1.0,19.0,17.0,79.0,-18.8,18.0,-16.0
24,50639,162.0,1.0,118.0,88.0,75.0,-22.1,7.9,-18.8
25,50645,216.0,1.0,118.0,88.0,80.0,-23.1,5.1,-20.6
26,50646,164.0,1.0,118.0,88.0,84.0,-22.3,3.3,-20.3
27,50647,299.0,3.0,118.0,88.0,83.0,-21.1,10.6,-18.9
28,50655,113.0,1.0,118.0,88.0,80.0,-23.5,1.8,-21.0
29,50656,139.0,2.0,145.0,140.0,80.0,-23.2,2.0,-20.7
30,50658,155.0,2.0,118.0,88.0,80.0,-21.8,5.3,-19.2
