,time,year,month,day,hour,wind_direction,wind_speed,pm10,pm25,humidity,dew,visibility,temperature,lost
1466,20030202,2020,3,2,2,70.0,0.0,80.0,40.0,60.0,6.6,16.5,14.3,False
1467,20030203,2020,3,2,3,70.0,1.0,72.0,36.0,56.0,5.5,20.2,14.1,False
1468,20030204,2020,3,2,4,47.0,1.0,72.0,41.0,55.0,5.0,27.2,13.9,False
1469,20030205,2020,3,2,5,162.0,2.0,68.0,39.0,62.0,6.2,30.0,13.3,False
1470,20030206,2020,3,2,6,45.0,2.0,57.0,36.0,70.0,7.1,30.0,12.4,False
1471,20030207,2020,3,2,7,45.0,2.0,57.0,36.0,70.0,7.1,30.0,12.4,False
1472,20030208,2020,3,2,8,44.0,1.0,45.0,28.0,79.0,8.3,24.5,11.8,False
1473,20030209,2020,3,2,9,334.0,1.0,43.0,26.0,88.0,9.3,7.6,11.2,False
1474,20030210,2020,3,2,10,9.0,2.0,42.0,21.0,93.0,9.9,4.6,11.0,False
1475,20030211,2020,3,2,11,355.0,1.0,37.0,22.0,93.0,10.0,6.3,11.1,False
1476,20030212,2020,3,2,12,353.0,1.0,28.0,22.0,92.0,9.7,7.3,10.9,False
1477,20030213,2020,3,2,13,61.0,1.0,25.0,21.0,92.0,9.5,6.1,10.7,False
1478,20030214,2020,3,2,14,19.0,1.0,21.0,15.0,92.0,9.4,8.1,10.6,False
1479,20030215,2020,3,2,15,332.0,1.0,26.0,9.0,90.0,9.4,10.3,11.0,False
1480,20030216,2020,3,2,16,6.0,2.0,28.0,7.0,80.0,8.6,29.1,11.9,False
1481,20030217,2020,3,2,17,20.0,1.0,31.0,12.0,76.0,8.1,30.0,12.2,False
1482,20030218,2020,3,2,18,331.0,1.0,34.0,11.0,73.0,7.5,30.0,12.2,False
1483,20030219,2020,3,2,19,257.0,0.0,43.0,17.0,74.0,7.6,29.2,12.1,False
1484,20030220,2020,3,2,20,207.0,0.0,45.0,18.0,73.0,7.3,30.0,12.0,False
1485,20030221,2020,3,2,21,340.0,0.0,44.0,20.0,77.0,7.8,17.7,11.7,False
1486,20030222,2020,3,2,22,164.0,0.0,39.0,21.0,82.0,8.2,14.5,11.2,False
1487,20030223,2020,3,2,23,17.0,0.0,33.0,25.0,88.0,8.6,12.0,10.5,False
1488,20030300,2020,3,3,0,323.0,0.0,26.0,23.0,91.0,8.9,16.6,10.3,False
1489,20030301,2020,3,3,1,179.0,0.0,27.0,23.0,91.0,8.9,19.6,10.3,False
1490,20030302,2020,3,3,2,0.0,0.0,28.0,18.0,91.0,8.8,23.2,10.2,False
1491,20030303,2020,3,3,3,261.0,0.0,30.0,20.0,89.0,8.8,20.1,10.5,False
1492,20030304,2020,3,3,4,0.0,0.0,27.0,20.0,90.0,8.8,12.1,10.4,False
1493,20030305,2020,3,3,5,237.0,1.0,33.0,21.0,90.0,8.8,19.5,10.4,False
1494,20030306,2020,3,3,6,280.0,1.0,37.0,22.0,91.0,8.9,15.9,10.3,False
1495,20030307,2020,3,3,7,280.0,1.0,37.0,22.0,91.0,8.9,15.9,10.3,False
1496,20030308,2020,3,3,8,190.0,0.0,35.0,19.0,91.0,8.8,15.7,10.2,False
1497,20030309,2020,3,3,9,207.0,0.0,38.0,22.0,89.0,9.1,18.1,10.8,False
1498,20030310,2020,3,3,10,164.0,0.0,37.0,17.0,83.0,8.4,16.3,11.2,False
1499,20030311,2020,3,3,11,246.0,1.0,38.0,21.0,76.0,7.8,30.0,11.9,False
1500,20030312,2020,3,3,12,229.0,1.0,31.0,19.0,70.0,7.6,27.4,12.9,False
1501,20030313,2020,3,3,13,298.0,1.0,34.0,19.0,65.0,7.5,27.4,14.0,False
1502,20030314,2020,3,3,14,311.0,1.0,38.0,15.0,55.0,6.2,30.0,15.2,False
1503,20030315,2020,3,3,15,292.0,1.0,26.0,16.0,45.0,3.8,30.0,15.7,False
1504,20030316,2020,3,3,16,133.0,0.0,31.0,17.0,41.0,2.9,30.0,16.2,False
1505,20030317,2020,3,3,17,231.0,1.0,34.0,22.0,40.0,2.4,30.0,16.0,False
1506,20030318,2020,3,3,18,225.0,0.0,28.0,23.0,40.0,1.9,30.0,15.4,False
1507,20030319,2020,3,3,19,241.0,1.0,41.0,22.0,53.0,5.1,30.0,14.6,False
1508,20030320,2020,3,3,20,164.0,1.0,48.0,30.0,56.0,5.3,30.0,13.9,False
1509,20030321,2020,3,3,21,197.0,1.0,90.0,29.0,58.0,5.3,30.0,13.4,False
1510,20030322,2020,3,3,22,194.0,1.0,67.0,30.0,63.0,6.1,28.0,13.0,False
1511,20030323,2020,3,3,23,141.0,0.0,53.0,27.0,68.0,6.6,25.8,12.3,False
1512,20030400,2020,3,4,0,140.0,0.0,57.0,35.0,72.0,7.0,24.6,11.9,False
1513,20030401,2020,3,4,1,158.0,0.0,52.0,33.0,70.0,6.4,27.2,11.7,False
1514,20030402,2020,3,4,2,0.0,0.0,44.0,33.0,69.0,6.1,28.6,11.6,False
1515,20030403,2020,3,4,3,340.0,0.0,33.0,30.0,69.0,6.1,28.2,11.6,False
1516,20030404,2020,3,4,4,245.0,0.0,33.0,28.0,71.0,6.3,28.6,11.4,False
1517,20030405,2020,3,4,5,206.0,2.0,27.0,18.0,74.0,6.6,30.0,11.1,False
1518,20030406,2020,3,4,6,294.0,1.0,33.0,23.0,80.0,7.4,30.0,10.7,False
1519,20030407,2020,3,4,7,0.0,0.0,25.0,17.0,82.0,7.1,29.4,10.0,False
1520,20030408,2020,3,4,8,39.0,0.0,28.0,20.0,84.0,7.6,27.4,10.2,False
1521,20030409,2020,3,4,9,53.0,1.0,36.0,20.0,76.0,7.3,23.3,11.4,False
1522,20030410,2020,3,4,10,68.0,2.0,35.0,20.0,63.0,6.4,28.5,13.3,False
1523,20030411,2020,3,4,11,54.0,1.0,28.0,15.0,51.0,4.9,30.0,14.9,False
1524,20030412,2020,3,4,12,211.0,1.0,26.0,16.0,47.0,5.0,30.0,16.3,False
1525,20030413,2020,3,4,13,188.0,2.0,24.0,14.0,45.0,5.5,30.0,17.6,False
1526,20030414,2020,3,4,14,128.0,2.0,28.0,18.0,44.0,5.8,30.0,18.2,False
1527,20030415,2020,3,4,15,134.0,1.0,33.0,20.0,40.0,4.7,30.0,18.5,False
1528,20030416,2020,3,4,16,150.0,1.0,30.0,23.0,42.0,4.8,30.0,17.9,False
1529,20030417,2020,3,4,17,96.0,1.0,34.0,20.0,47.0,5.7,28.3,17.1,False
1530,20030418,2020,3,4,18,179.0,1.0,34.0,22.0,44.0,4.7,30.0,17.0,False
1531,20030419,2020,3,4,19,179.0,1.0,33.0,20.0,48.0,5.1,30.0,16.1,False
1532,20030420,2020,3,4,20,179.0,1.0,74.0,28.0,51.0,4.9,30.0,14.9,False
1533,20030421,2020,3,4,21,112.0,1.0,75.0,32.0,57.0,5.9,21.1,14.3,False
1534,20030422,2020,3,4,22,119.0,1.0,67.0,32.0,62.0,6.4,20.8,13.5,False
1535,20030423,2020,3,4,23,141.0,1.0,64.0,37.0,65.0,6.5,21.0,12.9,False
1536,20030500,2020,3,5,0,185.0,1.0,58.0,38.0,65.0,6.7,21.6,13.1,False
1537,20030501,2020,3,5,1,120.0,0.0,53.0,26.0,70.0,7.2,23.5,12.5,False
1538,20030502,2020,3,5,2,179.0,0.0,49.0,29.0,73.0,7.5,23.0,12.2,False
1539,20030503,2020,3,5,3,179.0,0.0,52.0,29.0,75.0,7.7,20.9,12.0,False
1540,20030504,2020,3,5,4,179.0,0.0,50.0,28.0,75.0,7.6,19.4,11.9,False
1541,20030505,2020,3,5,5,0.0,0.0,45.0,25.0,75.0,7.5,18.0,11.8,False
1542,20030506,2020,3,5,6,56.0,1.0,49.0,18.0,78.0,8.0,17.3,11.7,False
1543,20030507,2020,3,5,7,56.0,1.0,49.0,18.0,78.0,8.0,17.3,11.7,False
1544,20030508,2020,3,5,8,0.0,0.0,49.0,28.0,77.0,7.7,16.7,11.6,False
1545,20030509,2020,3,5,9,58.0,0.0,72.0,32.0,74.0,7.6,14.9,12.1,False
1546,20030510,2020,3,5,10,118.0,1.0,69.0,26.0,75.0,8.3,14.1,12.6,False
1547,20030511,2020,3,5,11,58.0,0.0,67.0,26.0,71.0,8.3,15.5,13.4,False
1548,20030512,2020,3,5,12,160.0,1.0,62.0,22.0,61.0,7.5,17.9,14.9,False
1549,20030513,2020,3,5,13,350.0,0.0,54.0,29.0,56.0,7.4,18.0,16.2,False
1550,20030514,2020,3,5,14,346.0,1.0,52.0,26.0,52.0,7.3,20.3,17.2,False
1551,20030515,2020,3,5,15,146.0,1.0,54.0,31.0,47.0,6.4,20.1,17.9,False
1552,20030516,2020,3,5,16,125.0,1.0,49.0,29.0,48.0,6.2,22.7,17.3,False
1553,20030517,2020,3,5,17,88.0,0.0,54.0,32.0,49.0,6.5,24.3,17.3,False
1554,20030518,2020,3,5,18,109.0,1.0,49.0,31.0,49.0,5.8,23.4,16.5,False
1555,20030519,2020,3,5,19,179.0,0.0,48.0,30.0,54.0,6.7,24.3,16.0,False
1556,20030520,2020,3,5,20,340.0,1.0,71.0,35.0,57.0,7.1,21.5,15.6,False
1557,20030521,2020,3,5,21,39.0,1.0,78.0,36.0,72.0,9.1,8.2,14.1,False
1558,20030522,2020,3,5,22,355.0,2.0,96.0,44.0,78.0,9.5,8.2,13.3,False
1559,20030523,2020,3,5,23,55.0,0.0,65.0,47.0,82.0,9.6,7.0,12.6,False
1560,20030600,2020,3,6,0,47.0,1.0,79.0,46.0,81.0,9.3,8.1,12.5,False
1561,20030601,2020,3,6,1,337.0,1.0,55.0,46.0,82.0,9.3,8.0,12.3,False
1562,20030602,2020,3,6,2,68.0,1.0,55.0,44.0,84.0,9.5,8.0,12.1,False
1563,20030603,2020,3,6,3,185.0,1.0,59.0,41.0,85.0,9.4,7.9,11.8,False
1564,20030604,2020,3,6,4,290.0,1.0,53.0,44.0,85.0,9.3,7.4,11.7,False
1565,20030605,2020,3,6,5,117.0,1.0,55.0,42.0,84.0,9.0,8.4,11.6,False
1566,20030606,2020,3,6,6,358.0,1.0,55.0,40.0,85.0,8.9,8.7,11.3,False
1567,20030607,2020,3,6,7,358.0,1.0,55.0,40.0,85.0,8.9,8.7,11.3,False
1568,20030608,2020,3,6,8,46.0,1.0,75.0,45.0,85.0,9.2,7.4,11.6,False
1569,20030609,2020,3,6,9,71.0,2.0,68.0,49.0,85.0,9.3,6.9,11.7,False
1570,20030610,2020,3,6,10,32.0,1.0,70.0,44.0,81.0,9.0,7.6,12.2,False
1571,20030611,2020,3,6,11,38.0,1.0,68.0,42.0,70.0,8.8,9.2,14.2,False
1572,20030612,2020,3,6,12,85.0,2.0,49.0,39.0,63.0,8.6,12.1,15.6,False
1573,20030613,2020,3,6,13,32.0,2.0,50.0,33.0,57.0,8.1,14.3,16.7,False
1574,20030614,2020,3,6,14,68.0,1.0,54.0,32.0,57.0,7.9,14.1,16.4,False
1575,20030615,2020,3,6,15,27.0,1.0,71.0,36.0,60.0,8.4,13.1,16.2,False
1576,20030616,2020,3,6,16,296.0,2.0,71.0,44.0,61.0,8.7,11.1,16.2,False
1577,20030617,2020,3,6,17,249.0,0.0,82.0,45.0,62.0,9.0,10.2,16.3,False
1578,20030618,2020,3,6,18,32.0,0.0,73.0,52.0,64.0,9.1,9.5,15.9,False
1579,20030619,2020,3,6,19,293.0,0.0,102.0,58.0,66.0,9.2,9.2,15.5,False
1580,20030620,2020,3,6,20,303.0,1.0,103.0,76.0,69.0,9.5,8.9,15.1,False
1581,20030621,2020,3,6,21,296.0,1.0,88.0,59.0,72.0,9.8,8.3,14.8,False
1582,20030622,2020,3,6,22,13.0,1.0,83.0,53.0,74.0,10.0,9.1,14.6,False
1583,20030623,2020,3,6,23,316.0,0.0,68.0,49.0,75.0,9.9,8.5,14.3,False
1584,20030700,2020,3,7,0,346.0,0.0,66.0,48.0,76.0,9.9,8.1,14.1,False
1585,20030701,2020,3,7,1,322.0,0.0,71.0,54.0,78.0,10.1,7.4,13.9,False
1586,20030702,2020,3,7,2,206.0,1.0,69.0,48.0,80.0,10.2,6.9,13.6,False
1587,20030703,2020,3,7,3,135.0,0.0,63.0,50.0,79.0,9.8,7.6,13.4,False
1588,20030704,2020,3,7,4,164.0,1.0,63.0,48.0,81.0,10.1,7.8,13.3,False
1589,20030705,2020,3,7,5,217.0,0.0,60.0,50.0,82.0,10.1,7.8,13.1,False
1590,20030706,2020,3,7,6,179.0,1.0,60.0,46.0,84.0,10.3,7.1,12.9,False
1591,20030707,2020,3,7,7,179.0,1.0,60.0,46.0,84.0,10.3,7.1,12.9,False
1592,20030708,2020,3,7,8,88.0,0.0,68.0,51.0,86.0,10.3,6.5,12.6,False
1593,20030709,2020,3,7,9,49.0,0.0,80.0,46.0,84.0,10.5,6.6,13.1,False
1594,20030710,2020,3,7,10,7.0,1.0,74.0,47.0,81.0,10.5,6.2,13.7,False
1595,20030711,2020,3,7,11,64.0,1.0,70.0,41.0,77.0,10.6,6.4,14.6,False
1596,20030712,2020,3,7,12,43.0,1.0,67.0,49.0,66.0,10.0,8.0,16.4,False
1597,20030713,2020,3,7,13,204.0,1.0,65.0,47.0,55.0,9.6,10.6,18.8,False
1598,20030714,2020,3,7,14,179.0,2.0,63.0,45.0,48.0,9.3,13.7,20.7,False
1599,20030715,2020,3,7,15,106.0,1.0,51.0,32.0,45.0,8.2,15.2,20.5,False
1600,20030716,2020,3,7,16,86.0,1.0,50.0,40.0,44.0,8.3,16.2,21.0,False
1601,20030717,2020,3,7,17,184.0,2.0,73.0,40.0,45.0,8.5,16.4,20.9,False
1602,20030718,2020,3,7,18,100.0,1.0,86.0,42.0,51.0,8.8,13.7,19.2,False
1603,20030719,2020,3,7,19,97.0,0.0,85.0,44.0,54.0,8.9,13.4,18.4,False
1604,20030720,2020,3,7,20,96.0,1.0,108.0,52.0,57.0,9.1,13.0,17.7,False
1605,20030721,2020,3,7,21,29.0,0.0,87.0,52.0,59.0,9.2,13.6,17.3,False
1606,20030722,2020,3,7,22,45.0,0.0,77.0,57.0,62.0,9.5,13.7,16.8,False
1607,20030723,2020,3,7,23,27.0,0.0,69.0,46.0,63.0,9.5,13.4,16.6,False
1608,20030800,2020,3,8,0,179.0,1.0,86.0,45.0,66.0,9.8,12.5,16.2,False
1609,20030801,2020,3,8,1,347.0,0.0,79.0,47.0,68.0,10.0,11.4,15.9,False
1610,20030802,2020,3,8,2,327.0,1.0,79.0,47.0,70.0,10.1,8.0,15.5,False
1611,20030803,2020,3,8,3,75.0,1.0,100.0,70.0,73.0,10.3,7.3,15.1,False
1612,20030804,2020,3,8,4,345.0,0.0,100.0,57.0,74.0,10.3,6.8,14.9,False
1613,20030805,2020,3,8,5,347.0,1.0,85.0,58.0,74.0,10.1,6.5,14.7,False
1614,20030806,2020,3,8,6,350.0,2.0,110.0,68.0,77.0,10.3,6.4,14.3,False
1615,20030807,2020,3,8,7,350.0,2.0,110.0,68.0,77.0,10.3,6.4,14.3,False
1616,20030808,2020,3,8,8,7.0,1.0,82.0,69.0,79.0,10.5,6.5,14.1,False
1617,20030809,2020,3,8,9,9.0,0.0,89.0,54.0,80.0,10.9,6.6,14.3,False
1618,20030810,2020,3,8,10,336.0,0.0,81.0,56.0,77.0,10.8,7.0,14.8,False
1619,20030811,2020,3,8,11,55.0,2.0,92.0,54.0,68.0,10.2,7.9,16.1,False
1620,20030812,2020,3,8,12,331.0,2.0,81.0,56.0,60.0,9.8,8.8,17.7,False
1621,20030813,2020,3,8,13,320.0,2.0,73.0,52.0,54.0,9.1,11.7,18.6,False
1622,20030814,2020,3,8,14,356.0,2.0,94.0,49.0,51.0,8.6,14.0,18.9,False
1623,20030815,2020,3,8,15,100.0,1.0,75.0,48.0,51.0,8.6,15.5,18.9,False
1624,20030816,2020,3,8,16,339.0,3.0,86.0,50.0,51.0,8.1,16.6,18.4,False
1625,20030817,2020,3,8,17,360.0,2.0,84.0,47.0,54.0,8.4,16.0,17.8,False
1626,20030818,2020,3,8,18,342.0,2.0,80.0,45.0,56.0,8.3,16.9,17.1,False
1627,20030819,2020,3,8,19,297.0,1.0,86.0,46.0,67.0,9.8,12.3,15.9,False
1628,20030820,2020,3,8,20,324.0,1.0,87.0,50.0,71.0,10.2,11.0,15.4,False
1629,20030821,2020,3,8,21,13.0,1.0,91.0,44.0,72.0,10.2,10.7,15.2,False
1630,20030822,2020,3,8,22,60.0,0.0,70.0,48.0,72.0,10.2,9.8,15.2,False
1631,20030823,2020,3,8,23,179.0,1.0,79.0,45.0,92.0,12.6,3.3,13.9,False
1632,20030900,2020,3,9,0,0.0,0.0,94.0,51.0,91.0,12.2,3.5,13.6,False
1633,20030901,2020,3,9,1,218.0,0.0,84.0,55.0,91.0,12.1,4.9,13.5,False
1634,20030902,2020,3,9,2,154.0,1.0,64.0,56.0,93.0,12.3,4.5,13.4,False
1635,20030903,2020,3,9,3,164.0,0.0,57.0,52.0,91.0,11.9,4.1,13.3,False
1636,20030904,2020,3,9,4,337.0,0.0,60.0,46.0,94.0,12.4,4.1,13.3,False
1637,20030905,2020,3,9,5,164.0,0.0,59.0,44.0,92.0,12.0,5.1,13.3,False
1638,20030906,2020,3,9,6,68.0,1.0,59.0,41.0,87.0,10.9,5.8,13.0,False
1639,20030907,2020,3,9,7,68.0,1.0,59.0,41.0,87.0,10.9,5.8,13.0,False
1640,20030908,2020,3,9,8,69.0,0.0,101.0,37.0,62.0,5.1,27.0,12.2,False
1641,20030909,2020,3,9,9,259.0,0.0,131.0,36.0,71.0,7.7,20.2,12.8,False
1642,20030910,2020,3,9,10,289.0,1.0,114.0,43.0,75.0,9.0,12.9,13.3,False
1643,20030911,2020,3,9,11,281.0,1.0,119.0,40.0,62.0,6.5,17.8,13.6,False
1644,20030912,2020,3,9,12,83.0,1.0,99.0,33.0,58.0,6.3,19.4,14.5,False
1645,20030913,2020,3,9,13,272.0,0.0,90.0,34.0,46.0,3.9,23.6,15.5,False
1646,20030914,2020,3,9,14,38.0,2.0,96.0,28.0,36.0,1.7,26.0,16.9,False
1647,20030915,2020,3,9,15,125.0,1.0,84.0,24.0,36.0,1.5,27.6,16.6,False
1648,20030916,2020,3,9,16,357.0,1.0,88.0,24.0,37.0,1.7,26.5,16.4,False
1649,20030917,2020,3,9,17,55.0,1.0,86.0,30.0,36.0,0.9,29.2,15.9,False
1650,20030918,2020,3,9,18,25.0,1.0,94.0,34.0,38.0,1.2,28.1,15.4,False
1651,20030919,2020,3,9,19,49.0,1.0,103.0,33.0,40.0,1.3,29.6,14.8,False
1652,20030920,2020,3,9,20,344.0,2.0,94.0,28.0,52.0,4.6,23.4,14.3,False
1653,20030921,2020,3,9,21,3.0,1.0,102.0,29.0,55.0,4.9,24.5,13.8,False
1654,20030922,2020,3,9,22,285.0,1.0,111.0,32.0,54.0,4.4,27.8,13.5,False
1655,20030923,2020,3,9,23,295.0,3.0,88.0,33.0,57.0,5.0,18.8,13.3,False
1656,20031000,2020,3,10,0,282.0,2.0,75.0,33.0,75.0,7.2,12.0,11.5,False
1657,20031001,2020,3,10,1,294.0,2.0,58.0,29.0,84.0,7.7,17.4,10.3,False
1658,20031002,2020,3,10,2,301.0,2.0,48.0,24.0,82.0,7.2,25.1,10.1,False
1659,20031003,2020,3,10,3,164.0,2.0,39.0,20.0,91.0,8.3,14.0,9.7,False
1660,20031004,2020,3,10,4,164.0,1.0,35.0,19.0,90.0,7.4,24.3,9.0,False
1661,20031005,2020,3,10,5,155.0,0.0,32.0,18.0,87.0,7.1,27.5,9.1,False
1662,20031006,2020,3,10,6,163.0,2.0,33.0,18.0,82.0,6.4,30.0,9.3,False
1663,20031007,2020,3,10,7,163.0,2.0,33.0,18.0,82.0,6.4,30.0,9.3,False
1664,20031008,2020,3,10,8,124.0,1.0,29.0,11.0,80.0,6.1,30.0,9.4,False
1665,20031009,2020,3,10,9,159.0,1.0,37.0,17.0,76.0,6.0,30.0,10.0,False
1666,20031010,2020,3,10,10,230.0,1.0,39.0,24.0,76.0,6.6,29.0,10.7,False
1667,20031011,2020,3,10,11,182.0,2.0,36.0,24.0,69.0,6.9,26.3,12.4,False
1668,20031012,2020,3,10,12,153.0,1.0,41.0,23.0,66.0,7.7,22.1,13.9,False
1669,20031013,2020,3,10,13,141.0,2.0,45.0,24.0,60.0,7.6,21.6,15.3,False
1670,20031014,2020,3,10,14,182.0,1.0,42.0,18.0,49.0,5.8,23.4,16.5,False
1671,20031015,2020,3,10,15,185.0,1.0,42.0,17.0,45.0,5.7,29.6,17.8,False
1672,20031016,2020,3,10,16,79.0,0.0,42.0,17.0,43.0,4.7,28.5,17.4,False
1673,20031017,2020,3,10,17,93.0,1.0,54.0,19.0,40.0,2.8,30.0,16.4,False
1674,20031018,2020,3,10,18,179.0,0.0,76.0,19.0,44.0,4.0,28.0,16.3,False
1675,20031019,2020,3,10,19,179.0,0.0,77.0,21.0,49.0,4.7,27.6,15.3,False
1676,20031020,2020,3,10,20,186.0,0.0,80.0,26.0,56.0,5.9,26.2,14.6,False
1677,20031021,2020,3,10,21,251.0,0.0,117.0,36.0,61.0,7.1,23.6,14.5,False
1678,20031022,2020,3,10,22,344.0,0.0,85.0,37.0,63.0,7.1,21.0,14.0,False
1679,20031023,2020,3,10,23,329.0,0.0,73.0,40.0,79.0,9.4,13.0,13.0,False
1680,20031100,2020,3,11,0,274.0,1.0,74.0,35.0,84.0,9.3,12.1,11.9,False
1681,20031101,2020,3,11,1,308.0,0.0,48.0,25.0,85.0,8.9,13.4,11.3,False
1682,20031102,2020,3,11,2,0.0,0.0,42.0,28.0,82.0,8.3,19.0,11.3,False
1683,20031103,2020,3,11,3,360.0,0.0,39.0,26.0,89.0,9.4,17.1,11.1,False
1684,20031104,2020,3,11,4,0.0,0.0,45.0,24.0,88.0,9.0,16.7,10.9,False
1685,20031105,2020,3,11,5,272.0,0.0,49.0,28.0,89.0,9.2,15.2,10.9,False
1686,20031106,2020,3,11,6,140.0,1.0,43.0,25.0,89.0,9.0,14.0,10.7,False
1687,20031107,2020,3,11,7,140.0,1.0,43.0,25.0,89.0,9.0,14.0,10.7,False
1688,20031108,2020,3,11,8,153.0,0.0,55.0,28.0,87.0,8.8,14.0,10.9,False
1689,20031109,2020,3,11,9,86.0,0.0,88.0,28.0,82.0,8.6,14.0,11.6,False
1690,20031110,2020,3,11,10,91.0,1.0,87.0,33.0,75.0,8.6,14.6,12.9,False
1691,20031111,2020,3,11,11,143.0,1.0,68.0,30.0,57.0,6.7,20.2,15.1,False
1692,20031112,2020,3,11,12,164.0,1.0,62.0,31.0,52.0,6.5,21.9,16.4,False
1693,20031113,2020,3,11,13,143.0,1.0,55.0,30.0,46.0,5.5,21.9,17.2,False
1694,20031114,2020,3,11,14,179.0,1.0,67.0,25.0,44.0,5.2,24.2,17.6,False
1695,20031115,2020,3,11,15,152.0,1.0,67.0,23.0,43.0,4.6,26.8,17.3,False
1696,20031116,2020,3,11,16,179.0,0.0,81.0,24.0,46.0,5.3,25.6,17.0,False
1697,20031117,2020,3,11,17,179.0,1.0,71.0,29.0,43.0,4.7,24.7,17.4,False
1698,20031118,2020,3,11,18,106.0,1.0,87.0,29.0,49.0,6.0,23.8,16.8,False
1699,20031119,2020,3,11,19,131.0,1.0,103.0,39.0,56.0,7.0,18.7,15.7,False
1700,20031120,2020,3,11,20,132.0,1.0,102.0,43.0,59.0,7.3,16.6,15.3,False
1701,20031121,2020,3,11,21,144.0,1.0,101.0,43.0,62.0,7.7,15.1,14.9,False
1702,20031122,2020,3,11,22,290.0,0.0,112.0,48.0,67.0,8.5,12.2,14.6,False
1703,20031123,2020,3,11,23,291.0,0.0,121.0,48.0,68.0,8.4,12.7,14.2,False
1704,20031200,2020,3,12,0,0.0,0.0,138.0,48.0,70.0,8.5,11.7,13.9,False
1705,20031201,2020,3,12,1,179.0,1.0,99.0,54.0,65.0,7.3,17.6,13.8,False
1706,20031202,2020,3,12,2,179.0,1.0,118.0,49.0,68.0,7.6,16.4,13.4,False
1707,20031203,2020,3,12,3,179.0,1.0,113.0,54.0,68.0,7.5,17.3,13.3,False
1708,20031204,2020,3,12,4,179.0,0.0,135.0,56.0,70.0,7.5,16.9,12.8,False
1709,20031205,2020,3,12,5,179.0,0.0,114.0,44.0,72.0,7.8,15.6,12.7,False
1710,20031206,2020,3,12,6,140.0,0.0,101.0,48.0,78.0,7.7,14.9,11.4,False
1711,20031207,2020,3,12,7,140.0,0.0,101.0,48.0,78.0,7.7,14.9,11.4,False
1712,20031208,2020,3,12,8,297.0,0.0,77.0,49.0,87.0,8.6,11.4,10.7,False
1713,20031209,2020,3,12,9,104.0,1.0,113.0,46.0,78.0,9.0,11.3,12.7,False
1714,20031210,2020,3,12,10,131.0,1.0,92.0,42.0,68.0,8.6,11.7,14.4,False
1715,20031211,2020,3,12,11,111.0,1.0,109.0,42.0,62.0,8.7,10.4,16.0,False
1716,20031212,2020,3,12,12,231.0,1.0,105.0,43.0,52.0,7.3,11.9,17.2,False
1717,20031213,2020,3,12,13,103.0,2.0,91.0,48.0,46.0,6.7,11.7,18.5,False
1718,20031214,2020,3,12,14,152.0,2.0,95.0,55.0,45.0,7.3,11.0,19.5,False
1719,20031215,2020,3,12,15,106.0,2.0,98.0,56.0,54.0,8.1,10.8,17.5,False
1720,20031216,2020,3,12,16,66.0,1.0,122.0,54.0,54.0,8.0,11.1,17.4,False
1721,20031217,2020,3,12,17,55.0,2.0,115.0,56.0,55.0,7.9,12.7,17.0,False
1722,20031218,2020,3,12,18,77.0,2.0,110.0,52.0,55.0,7.6,13.1,16.7,False
1723,20031219,2020,3,12,19,40.0,1.0,129.0,55.0,57.0,7.9,12.5,16.4,False
1724,20031220,2020,3,12,20,164.0,0.0,144.0,60.0,61.0,8.3,13.1,15.8,False
1725,20031221,2020,3,12,21,340.0,1.0,147.0,61.0,65.0,8.8,11.7,15.3,False
1726,20031222,2020,3,12,22,3.0,1.0,152.0,59.0,67.0,9.1,8.7,15.2,False
1727,20031223,2020,3,12,23,25.0,1.0,123.0,70.0,67.0,8.9,7.8,15.0,False
1728,20031300,2020,3,13,0,312.0,1.0,121.0,70.0,68.0,9.0,7.5,14.8,False
1729,20031301,2020,3,13,1,354.0,1.0,126.0,69.0,70.0,9.1,7.4,14.5,False
1730,20031302,2020,3,13,2,0.0,0.0,127.0,71.0,73.0,9.3,7.3,14.1,False
1731,20031303,2020,3,13,3,99.0,0.0,131.0,58.0,75.0,9.5,7.0,13.8,False
1732,20031304,2020,3,13,4,164.0,0.0,101.0,58.0,78.0,10.0,6.4,13.8,False
1733,20031305,2020,3,13,5,68.0,0.0,133.0,60.0,79.0,9.8,6.0,13.4,False
1734,20031306,2020,3,13,6,73.0,1.0,152.0,82.0,80.0,9.9,5.8,13.3,False
1735,20031307,2020,3,13,7,0.0,0.0,132.0,73.0,81.0,10.1,5.8,13.3,False
1736,20031308,2020,3,13,8,0.0,0.0,145.0,70.0,79.0,9.7,5.6,13.3,False
1737,20031309,2020,3,13,9,246.0,0.0,142.0,73.0,76.0,9.9,5.3,14.1,False
1738,20031310,2020,3,13,10,53.0,1.0,172.0,68.0,73.0,9.8,4.5,14.6,False
1739,20031311,2020,3,13,11,49.0,1.0,186.0,91.0,69.0,9.8,5.8,15.5,False
1740,20031312,2020,3,13,12,349.0,1.0,147.0,64.0,67.0,10.5,5.6,16.6,False
1741,20031313,2020,3,13,13,37.0,1.0,116.0,60.0,57.0,10.0,6.6,18.7,False
1742,20031314,2020,3,13,14,103.0,1.0,110.0,55.0,47.0,7.7,10.6,19.3,False
1743,20031315,2020,3,13,15,337.0,1.0,115.0,56.0,42.0,6.5,11.1,19.8,False
1744,20031316,2020,3,13,16,64.0,1.0,110.0,52.0,33.0,3.3,23.3,20.0,False
