,id,wind_direction,wind_speed,pm10,pm25,humidity,dew,visibility,temperature
0,50136,128.0,1.0,12.0,10.0,66.0,-24.7,9.0,-20.0
1,50137,0.0,0.0,12.0,10.0,60.0,-26.9,30.0,-21.2
2,50246,203.0,2.0,12.0,10.0,65.0,-21.8,30.0,-16.8
3,50247,141.0,1.0,12.0,10.0,61.0,-23.6,30.0,-17.9
4,50349,11.0,0.0,12.0,10.0,61.0,-22.8,28.2,-17.1
5,50353,200.0,1.0,27.0,6.0,67.0,-28.1,4.0,-23.7
6,50425,222.0,1.0,26.0,17.0,82.0,-18.6,22.5,-16.2
7,50431,232.0,1.0,12.0,10.0,82.0,-21.0,16.6,-18.7
8,50434,328.0,2.0,12.0,10.0,81.0,-19.2,20.7,-16.7
9,50442,290.0,2.0,12.0,10.0,68.0,-17.7,30.0,-13.0
10,50445,360.0,1.0,12.0,10.0,69.0,-19.3,15.5,-14.9
11,50468,306.0,1.0,27.0,6.0,66.0,-21.2,27.7,-16.3
12,50514,261.0,2.0,26.0,17.0,79.0,-21.1,11.3,-18.4
13,50524,249.0,3.0,26.0,17.0,82.0,-20.7,7.4,-18.4
14,50525,235.0,2.0,16.0,16.0,77.0,-19.6,15.4,-16.5
15,50526,256.0,2.0,26.0,17.0,75.0,-18.2,7.2,-14.8
16,50527,219.0,3.0,26.0,17.0,78.0,-20.5,12.8,-17.6
17,50548,251.0,0.0,12.0,10.0,65.0,-20.9,9.0,-15.8
18,50557,193.0,0.0,12.0,10.0,69.0,-21.8,6.0,-17.5
19,50564,112.0,0.0,27.0,6.0,61.0,-18.4,30.0,-12.4
20,50566,201.0,1.0,27.0,6.0,70.0,-20.4,23.7,-16.2
21,50603,248.0,4.0,16.0,16.0,82.0,-16.8,30.0,-14.4
22,50618,234.0,2.0,16.0,16.0,87.0,-22.1,16.5,-20.5
23,50632,301.0,5.0,16.0,16.0,66.0,-17.2,30.0,-12.2
24,50639,333.0,5.0,15.0,11.0,44.0,-18.0,18.8,-7.9
25,50645,34.0,1.0,15.0,11.0,71.0,-18.3,30.0,-14.2
26,50646,354.0,2.0,15.0,11.0,72.0,-17.1,17.6,-13.1
27,50647,328.0,2.0,15.0,11.0,53.0,-16.4,28.3,-8.5
28,50655,290.0,2.0,15.0,11.0,63.0,-19.4,17.5,-13.9
29,50656,2.0,3.0,73.0,59.0,61.0,-18.6,23.5,-12.6
30,50658,27.0,2.0,38.0,38.0,61.0,-18.7,30.0,-12.7
31,50659,7.0,2.0,73.0,59.0,62.0,-20.2,30.0,-14.5
32,50673,281.0,2.0,23.0,21.0,66.0,-21.4,30.0,-16.5
33,50674,2.0,1.0,23.0,21.0,63.0,-16.9,30.0,-11.3
34,50727,329.0,2.0,21.0,14.0,66.0,-19.4,30.0,-14.5
35,50739,337.0,1.0,15.0,11.0,59.0,-15.7,12.1,-9.2
36,50741,303.0,1.0,15.0,11.0,58.0,-16.1,30.0,-9.4
37,50742,356.0,2.0,15.0,11.0,67.0,-17.5,10.3,-12.6
38,50745,16.0,1.0,15.0,11.0,68.0,-16.0,17.3,-11.3
39,50749,357.0,2.0,43.0,14.0,63.0,-19.4,27.7,-13.9
40,50750,1.0,3.0,38.0,38.0,61.0,-18.4,21.8,-12.4
41,50755,11.0,1.0,73.0,59.0,62.0,-18.7,30.0,-13.0
42,50756,348.0,2.0,73.0,59.0,68.0,-18.1,11.9,-13.5
43,50758,338.0,2.0,43.0,14.0,66.0,-18.6,30.0,-13.6
44,50767,306.0,1.0,73.0,59.0,61.0,-15.7,18.9,-9.6
45,50772,23.0,2.0,23.0,21.0,61.0,-17.0,30.0,-11.0
46,50774,270.0,1.0,23.0,21.0,67.0,-17.9,23.4,-13.1
47,50775,,,,,,,,
