,id,wind_direction,wind_speed,pm10,pm25,humidity,dew,visibility,temperature
0,50136,226.0,1.0,10.0,10.0,43.0,-23.0,30.0,-13.0
1,50137,306.0,3.0,10.0,10.0,48.0,-24.3,30.0,-15.8
2,50246,228.0,3.0,10.0,10.0,39.0,-22.3,30.0,-11.1
3,50247,19.0,0.0,10.0,10.0,51.0,-25.3,10.7,-17.6
4,50349,279.0,3.0,10.0,10.0,38.0,-22.6,30.0,-11.1
5,50353,309.0,6.0,13.0,3.0,44.0,-20.3,30.0,-10.4
6,50425,120.0,1.0,24.0,9.0,58.0,-29.1,16.2,-23.1
7,50431,230.0,3.0,10.0,10.0,59.0,-26.5,30.0,-20.6
8,50434,301.0,3.0,10.0,10.0,59.0,-26.7,21.2,-20.8
9,50442,304.0,2.0,10.0,10.0,37.0,-23.6,30.0,-11.8
10,50445,279.0,4.0,10.0,10.0,40.0,-22.5,30.0,-11.6
11,50468,289.0,3.0,23.0,9.0,41.0,-21.2,30.0,-10.5
12,50514,288.0,5.0,24.0,9.0,68.0,-21.0,30.0,-16.5
13,50524,240.0,3.0,24.0,9.0,66.0,-23.7,23.0,-18.9
14,50525,218.0,2.0,21.0,18.0,62.0,-24.7,17.8,-19.3
15,50526,264.0,3.0,24.0,9.0,64.0,-23.7,30.0,-18.6
16,50527,197.0,4.0,24.0,9.0,63.0,-25.6,30.0,-20.4
17,50548,287.0,4.0,10.0,10.0,35.0,-21.9,30.0,-9.2
18,50557,280.0,3.0,10.0,10.0,42.0,-21.9,30.0,-11.5
19,50564,237.0,2.0,9.0,8.0,41.0,-21.9,30.0,-11.2
20,50566,240.0,4.0,9.0,8.0,52.0,-20.7,30.0,-12.9
21,50603,246.0,6.0,21.0,18.0,71.0,-17.7,30.0,-13.6
22,50618,230.0,3.0,21.0,18.0,69.0,-22.1,30.0,-17.8
23,50632,301.0,8.0,21.0,18.0,50.0,-20.9,30.0,-12.6
24,50639,315.0,3.0,67.0,64.0,29.0,-21.4,30.0,-6.3
25,50645,277.0,2.0,67.0,64.0,42.0,-20.4,30.0,-9.9
26,50646,258.0,2.0,67.0,64.0,50.0,-19.8,30.0,-11.5
27,50647,123.0,1.0,67.0,64.0,46.0,-20.4,13.7,-11.0
28,50655,268.0,2.0,67.0,64.0,55.0,-20.9,26.9,-13.8
29,50656,250.0,1.0,137.0,126.0,54.0,-21.7,8.1,-14.4
30,50658,248.0,2.0,67.0,64.0,48.0,-21.6,30.0,-12.9
31,50659,274.0,3.0,137.0,126.0,54.0,-21.7,25.2,-14.4
32,50673,105.0,1.0,23.0,9.0,52.0,-24.3,29.9,-16.8
33,50674,224.0,2.0,23.0,9.0,47.0,-22.7,20.5,-13.8
34,50727,349.0,2.0,17.0,10.0,54.0,-25.2,30.0,-18.2
35,50739,185.0,2.0,52.0,40.0,43.0,-18.5,30.0,-8.1
36,50741,231.0,1.0,67.0,64.0,34.0,-19.6,30.0,-6.3
37,50742,271.0,4.0,67.0,64.0,44.0,-20.0,19.5,-10.1
38,50745,233.0,1.0,67.0,64.0,39.0,-20.2,15.7,-8.7
39,50749,228.0,2.0,47.0,21.0,50.0,-19.0,13.6,-10.6
40,50750,266.0,3.0,67.0,64.0,47.0,-20.8,29.4,-11.8
41,50755,251.0,1.0,137.0,126.0,51.0,-22.3,11.4,-14.4
42,50756,196.0,2.0,137.0,126.0,64.0,-22.8,3.7,-17.6
43,50758,243.0,2.0,72.0,53.0,64.0,-21.4,21.0,-16.2
44,50767,185.0,2.0,137.0,126.0,67.0,-23.7,3.6,-19.1
45,50772,235.0,2.0,23.0,9.0,47.0,-22.6,18.6,-13.7
46,50774,253.0,6.0,60.0,35.0,49.0,-22.5,12.8,-14.1
47,50775,284.0,4.0,27.0,23.0,34.0,-22.3,30.0,-9.3
48,50776,239.0,1.0,24.0,10.0,50.0,-20.7,9.6,-12.4
49,50778,243.0,6.0,45.0,10.0,55.0,-19.9,10.8,-12.7
50,50779,220.0,6.0,45.0,10.0,55.0,-20.4,27.3,-13.3
51,50787,245.0,5.0,45.0,10.0,56.0,-19.7,22.4,-12.7
52,50788,248.0,5.0,45.0,10.0,52.0,-19.6,13.3,-11.7
53,50832,279.0,2.0,14.0,8.0,33.0,-18.8,30.0,-5.0
54,50833,266.0,4.0,14.0,8.0,43.0,-17.7,30.0,-7.2
55,50834,286.0,4.0,17.0,10.0,39.0,-18.6,30.0,-7.0
56,50838,253.0,4.0,17.0,14.0,35.0,-19.8,30.0,-6.9
57,50842,229.0,2.0,47.0,21.0,55.0,-19.5,15.1,-12.3
58,50844,248.0,1.0,55.0,17.0,45.0,-17.3,24.6,-7.4
59,50850,223.0,2.0,47.0,21.0,52.0,-19.8,19.0,-11.9
60,50851,204.0,3.0,137.0,126.0,65.0,-21.6,9.3,-16.6
61,50852,179.0,2.0,137.0,126.0,63.0,-21.9,5.1,-16.5
62,50853,231.0,1.0,137.0,126.0,63.0,-22.2,8.3,-16.8
63,50854,213.0,2.0,56.0,53.0,62.0,-21.3,6.5,-15.7
64,50858,235.0,3.0,105.0,78.0,62.0,-20.3,11.7,-14.7
65,50859,257.0,3.0,105.0,78.0,61.0,-22.0,7.5,-16.2
66,50861,208.0,5.0,137.0,126.0,67.0,-21.8,3.9,-17.2
67,50862,243.0,2.0,137.0,126.0,64.0,-22.7,5.7,-17.5
68,50867,232.0,4.0,105.0,78.0,59.0,-21.3,7.1,-15.1
69,50871,213.0,7.0,40.0,40.0,51.0,-20.5,17.2,-12.4
70,50873,209.0,3.0,37.0,33.0,45.0,-20.3,20.2,-10.7
71,50877,0.0,0.0,40.0,40.0,50.0,-21.0,18.5,-12.7
72,50878,223.0,5.0,38.0,36.0,52.0,-20.0,21.4,-12.1
73,50879,260.0,10.0,23.0,15.0,53.0,-19.4,12.5,-11.7
74,50880,227.0,4.0,45.0,10.0,36.0,-21.7,30.0,-9.4
75,50881,248.0,4.0,45.0,10.0,43.0,-20.6,30.0,-10.4
76,50884,233.0,4.0,66.0,36.0,48.0,-20.2,18.9,-11.4
77,50888,61.0,0.0,36.0,35.0,46.0,-19.0,10.5,-9.5
78,50892,270.0,3.0,45.0,10.0,37.0,-23.9,12.9,-12.2
79,50913,256.0,2.0,17.0,10.0,61.0,-20.9,24.4,-15.1
80,50915,286.0,0.0,28.0,18.0,53.0,-18.2,28.9,-10.5
81,50924,254.0,7.0,17.0,10.0,53.0,-20.9,22.6,-13.3
82,50928,247.0,2.0,17.0,10.0,36.0,-20.3,30.0,-7.8
83,50934,282.0,5.0,17.0,10.0,35.0,-20.2,30.0,-7.3
84,50936,229.0,1.0,55.0,17.0,50.0,-16.8,30.0,-8.2
85,50937,308.0,6.0,17.0,10.0,39.0,-18.5,30.0,-6.9
86,50939,233.0,3.0,48.0,36.0,49.0,-16.7,30.0,-7.9
87,50940,205.0,2.0,55.0,17.0,56.0,-17.0,30.0,-10.0
88,50945,216.0,3.0,54.0,37.0,69.0,-19.3,30.0,-15.0
89,50946,244.0,3.0,54.0,37.0,62.0,-18.1,16.2,-12.4
90,50948,247.0,3.0,86.0,54.0,59.0,-18.6,7.5,-12.2
91,50949,244.0,2.0,86.0,54.0,62.0,-18.1,30.0,-12.3
92,50950,221.0,3.0,91.0,70.0,63.0,-19.9,17.1,-14.4
93,50953,230.0,3.0,105.0,78.0,56.0,-19.7,6.8,-12.8
94,50954,234.0,5.0,54.0,37.0,62.0,-18.9,8.8,-13.2
95,50955,200.0,5.0,158.0,136.0,56.0,-20.2,27.0,-13.3
96,50956,240.0,1.0,105.0,78.0,58.0,-20.4,11.8,-13.9
97,50958,165.0,3.0,122.0,92.0,62.0,-21.3,12.9,-15.7
98,50960,240.0,4.0,122.0,92.0,49.0,-20.5,15.4,-11.9
99,50962,136.0,1.0,122.0,92.0,61.0,-24.8,4.7,-19.2
100,50963,228.0,4.0,122.0,92.0,58.0,-22.3,10.3,-15.9
101,50964,205.0,3.0,122.0,92.0,53.0,-20.5,15.5,-12.9
102,50965,204.0,2.0,122.0,92.0,50.0,-21.2,18.0,-12.9
103,50968,205.0,3.0,122.0,92.0,50.0,-21.4,6.1,-13.2
104,50971,279.0,3.0,39.0,19.0,41.0,-21.0,30.0,-10.3
105,50973,305.0,1.0,23.0,15.0,43.0,-19.9,30.0,-9.7
106,50978,232.0,5.0,14.0,10.0,33.0,-22.1,24.0,-8.7
107,50979,245.0,5.0,14.0,10.0,34.0,-21.2,28.9,-8.1
108,50983,222.0,5.0,46.0,22.0,54.0,-19.8,16.4,-12.4
109,50985,247.0,1.0,46.0,22.0,40.0,-20.7,14.6,-9.6
110,50987,251.0,5.0,27.0,1.0,33.0,-22.1,30.0,-8.7
111,51053,96.0,5.0,182.0,151.0,51.0,-13.7,23.8,-5.1
112,51058,98.0,1.0,182.0,151.0,61.0,-14.3,30.0,-8.1
113,51059,301.0,0.0,182.0,151.0,72.0,-10.5,22.3,-6.3
114,51060,120.0,4.0,182.0,151.0,62.0,-13.1,8.0,-7.1
115,51068,171.0,1.0,182.0,151.0,69.0,-15.0,11.2,-10.4
116,51076,150.0,1.0,182.0,151.0,57.0,-12.9,21.0,-5.7
117,51087,74.0,2.0,,,60.0,-16.1,26.5,-9.8
118,51133,331.0,1.0,31.0,11.0,54.0,-7.4,22.8,0.8
119,51137,269.0,1.0,31.0,11.0,66.0,-7.6,25.5,-2.1
120,51145,70.0,1.0,31.0,11.0,66.0,-8.7,24.1,-3.3
121,51156,0.0,0.0,182.0,151.0,73.0,-5.9,30.0,-1.7
122,51186,88.0,0.0,,,61.0,-17.0,15.0,-11.0
123,51232,174.0,4.0,81.0,48.0,80.0,-13.2,3.1,-10.4
124,51238,138.0,1.0,81.0,48.0,82.0,-10.8,2.9,-8.3
125,51241,358.0,1.0,31.0,11.0,57.0,-8.7,23.7,-1.3
126,51243,90.0,1.0,158.0,88.0,65.0,-15.0,6.2,-9.7
127,51288,292.0,1.0,3.0,2.0,62.0,-11.2,30.0,-5.1
128,51328,0.0,0.0,194.0,159.0,96.0,-5.2,0.2,-4.7
129,51329,327.0,0.0,194.0,159.0,96.0,-4.9,0.3,-4.4
130,51330,248.0,0.0,99.0,58.0,83.0,-12.1,30.0,-9.8
131,51334,114.0,0.0,81.0,48.0,75.0,-10.8,4.8,-7.1
132,51346,7.0,1.0,174.0,96.0,61.0,-14.3,2.7,-8.1
133,51352,263.0,0.0,174.0,96.0,84.0,-17.4,2.8,-15.3
134,51353,96.0,1.0,318.0,244.0,82.0,-18.0,1.4,-15.6
135,51356,305.0,1.0,318.0,244.0,78.0,-13.5,1.0,-10.4
136,51357,36.0,2.0,304.0,243.0,64.0,-13.6,2.6,-8.0
137,51358,349.0,1.0,304.0,243.0,79.0,-13.6,1.4,-10.7
138,51359,44.0,1.0,318.0,244.0,69.0,-12.4,2.4,-7.7
139,51365,81.0,2.0,194.0,166.0,79.0,-10.3,2.3,-7.3
140,51367,105.0,1.0,220.0,165.0,75.0,-10.8,3.6,-7.1
141,51368,67.0,1.0,220.0,165.0,80.0,-9.8,1.6,-6.9
142,51369,302.0,1.0,112.0,88.0,84.0,-8.3,1.9,-6.0
143,51377,59.0,0.0,3.0,2.0,80.0,-8.9,2.4,-6.0
144,51378,322.0,1.0,3.0,2.0,90.0,-10.2,1.8,-8.9
145,51379,37.0,1.0,202.0,109.0,84.0,-10.9,1.6,-8.7
146,51430,146.0,0.0,214.0,184.0,93.0,-6.3,1.8,-5.3
147,51431,32.0,0.0,189.0,138.0,93.0,-4.5,3.2,-3.5
148,51433,122.0,1.0,189.0,138.0,45.0,-8.1,30.0,2.6
149,51434,241.0,1.0,189.0,138.0,56.0,-7.5,11.9,0.2
150,51435,95.0,3.0,189.0,138.0,56.0,-5.9,14.3,1.9
151,51436,86.0,1.0,174.0,96.0,54.0,-6.9,21.3,1.4
152,51437,143.0,0.0,214.0,184.0,74.0,-12.7,21.6,-8.9
153,51438,216.0,1.0,214.0,184.0,59.0,-9.3,19.5,-2.4
154,51463,74.0,2.0,112.0,88.0,81.0,-9.7,2.7,-7.0
155,51465,53.0,1.0,24.0,12.0,52.0,-10.4,30.0,-1.8
156,51467,103.0,0.0,132.0,33.0,38.0,-12.4,30.0,0.2
157,51468,,,,,,,,
158,51469,88.0,1.0,24.0,12.0,43.0,-11.1,30.0,0.0
159,51470,293.0,2.0,3.0,2.0,57.0,-10.8,30.0,-3.5
160,51477,126.0,6.0,24.0,12.0,37.0,-14.7,19.1,-1.9
161,51482,85.0,1.0,150.0,76.0,61.0,-13.0,16.4,-6.7
162,51495,159.0,1.0,64.0,19.0,28.0,-17.1,30.0,-0.9
163,51526,128.0,3.0,202.0,109.0,41.0,-13.9,24.0,-2.4
164,51542,311.0,1.0,174.0,96.0,75.0,-23.4,6.3,-20.1
165,51559,170.0,2.0,132.0,33.0,48.0,-11.3,12.5,-1.7
166,51567,217.0,4.0,135.0,28.0,45.0,-11.7,11.9,-1.3
167,51568,187.0,2.0,135.0,28.0,47.0,-10.7,12.0,-0.8
168,51571,82.0,0.0,202.0,109.0,38.0,-12.9,7.1,-0.3
169,51572,155.0,1.0,150.0,76.0,36.0,-13.3,7.9,0.0
170,51573,233.0,1.0,150.0,76.0,38.0,-13.4,9.3,-0.9
171,51581,248.0,1.0,150.0,76.0,27.0,-16.8,25.9,0.0
